,cite
10,"\cite {Wigner}. The quantities $\pi^i$ form a redundant set of global coordinates.  The last two spaces (which were not taken into account in ref.\ \cite{Toller}) cannot be considered as orbits in a four-vector space and the functions $\pi^i$, being multi-valued, cannot be considered as global coordinates. However, every point of $\Pi$ has a neighborhood in which a single value of these functions can be chosen in a continuous way and in this neighborhood they provide a redundant set of local coordinates, which transform as the components of a four-vector under Lorentz transformations sufficiently near to the identity.

It is important to remember that not all the points of the homogeneous spaces are (up to now) accessible to experimental investigation. It is clear that particles with extremely high energies are not available, but, for the massless particles, there are also problems with the extremely low energies corresponding to wave lengths larger than the planetary scale. We say that the points of $\Pi$ that have been subjected to a detailed experimental investigation form the ``accessible'' kinematic region.

It is clear that the first two homogeneous spaces describe rather well, in the accssible kinematic region, the known properties of the massive and massless particles, respectively. We want to show that the other three spaces are not relevant for physics. Presumably, they would introduce serious problems in the construction of a consistent physical theory, for instance a quantum field theory. However, we shall not use this argument, because the effects we are considering could be consequences of quantum gravity, a not yet well established theory. We prefer to base our discussion on simple phenomenological reasonings, directly related to the experimental observations.

\section{Conservation and transformation laws.}

Our arguments are mainly based on the conservation of energy and momentum. As we have already said, the experiments suggest that that in a given open connected region of $\Pi$ (the accessible kinematic region) one can define four functions $p^i$, interpreted as the energy and the components of the momentum, which are conserved. This means that if we consider the process $A + B \to C + D$, the equalities 
\begin{equation} \label{Cons}
p^i(\pi_A) + p^i(\pi_B) = p^i(\pi_C) + p^i(\pi_D)
\end{equation}
are satisfied if $\pi_A, \pi_B, \pi_C$ and $\pi_D$ belong to the accessible kinematic region. We also assume that the energy $p^0$ is a scalar, the momentum $\vec p$ is a vector under rotations and the accessible kinematic region is rotationally invariant. Then we can put
\begin{equation} \label{EnMom}
p^0 = f(\pi^0), \qquad  \vec p = g(\pi^0) \vec\pi, \qquad a < \pi^0 < b.
\end{equation}

As we have reminded in ref.\  \cite{Toller}, it has been proven a long time ago \cite{LT} that the conservation of energy and momentum together with their transformation properties under rotations and other minor additional assumptions imply eq.\  (\ref{Mom}). This result is in agreement with the assumptions adopted in ref.\ \cite{JV}, namely that the linearly transforming quantities (\ref{Mom}) are conserved in collisions, while the non-linarly transforming quantities (which are considered physically more significant) satisfy more complicated constraints.

However, the proofs that can be found in the textbooks \cite{Moller,Jackson} are not sufficiently general for our purposes, since they are given only for massive particles and assume that both the coordinates $\pi^i$ and $p^i$ are defined on the whole homogeneous space $\Pi$. Here we give a simple more general proof, which holds for all the five homogeneous spaces introduced above and assumes the conservation laws only in the interval $a < \pi^0 < b$. 

It is sufficient to assume that energy and momentum are conserved in the elastic scattering of identical particles. One can also consider only ``peripheral''  scattering, namely final states that differ only slightly from the initial state. Besides eqs.\ (\ref{Cons}) and (\ref{EnMom}), we only assume that the function $f$ has a continuous second derivative and that the function $g$ has a continuous first derivative.

If we consider the particular initial and final states defined by
\begin{displaymath}
\pi_A = (\omega, 0, 0, \eta), \qquad
\pi_B = (\omega, 0, 0, -\eta),
\end{displaymath}
\begin{equation}
\pi_C = (\omega, 0, \eta \sin\theta, \eta \cos\theta), \qquad
\pi_D = (\omega, 0, -\eta \sin\theta, -\eta\cos\theta),
\end{equation}
it follows from eq.\ (\ref{EnMom}) that the conservation equation (\ref{Cons}) is satisfied.

If we apply to all the variables a boost along the third axis with a small rapidity $\zeta$, in such a way that it does not take the dynamical variables outside the open region where they are defined, we obtain
\begin{displaymath}
\pi'_A = (\omega \cosh\zeta + \eta \sinh\zeta, 0, 0, \omega \sinh\zeta +\eta \cosh\zeta), \qquad
\end{displaymath}
\begin{displaymath}
\pi'_B = (\omega \cosh\zeta - \eta \sinh\zeta, 0, 0, \omega \sinh\zeta - \eta \cosh\zeta), \qquad
\end{displaymath}
\begin{displaymath}
\pi'_C = (\omega \cosh\zeta + \eta \cos\theta \sinh\zeta, 0, \eta \sin\theta, 
\omega \sinh\zeta +\eta \cos\theta \cosh\zeta), \qquad
\end{displaymath}
\begin{equation}
\pi'_D = (\omega \cosh\zeta - \eta \cos\theta \sinh\zeta, 0, -\eta \sin\theta, 
\omega \sinh\zeta - \eta \cos\theta \cosh\zeta).
\end{equation}

The conservation equations for the energy and the third component of momentum take the form
\begin{displaymath}
f(\omega \cosh\zeta + \eta \sinh\zeta) + f(\omega \cosh\zeta - \eta \sinh\zeta) =
\end{displaymath}
\begin{equation} \label{En}
= f(\omega \cosh\zeta + \eta \cos\theta \sinh\zeta) + f(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta),
\end{equation}
\begin{displaymath}
(\omega \sinh\zeta +\eta \cosh\zeta) g(\omega \cosh\zeta + \eta \sinh\zeta) +
\end{displaymath}
\begin{displaymath}
+ (\omega \sinh\zeta - \eta \cosh\zeta) g(\omega \cosh\zeta - \eta \sinh\zeta) =
\end{displaymath}
\begin{displaymath}
= (\omega \sinh\zeta +\eta \cos\theta \cosh\zeta) g(\omega \cosh\zeta + \eta \cos\theta \sinh\zeta) +
\end{displaymath}
\begin{equation} \label{Momen}
+ (\omega \sinh\zeta - \eta \cos\theta \cosh\zeta) g(\omega \cosh\zeta - \eta \cos\theta \sinh\zeta).
\end{equation}

We calculate the second derivatives of both sides of eq.\ (\ref{En}) and the first derivatives of both sides of eq.\ (\ref{Momen}) and we put $\zeta = 0$. If $\eta > 0$ and $\theta$ is small, but not vanishing, we obtain the result
\begin{equation} 
f''(\omega) = 0, \qquad  g'(\omega) = 0.
\end{equation}
We note that $\eta = |\vec\pi|$ can vanish only for $\omega = \pi^0 = 1$, if $\Pi = \Pi_3^+$.  It follows that $\vec p = m \vec\pi$ and $p^0 = a \pi^0 + b$. 

The quantities $m, a$ and $b$ depend on the kind of particle and can be determined, up to ambiguities due to the choice of the units, by considering low energy processes that involve many kinds of particles.  From the conservation of $p^0$ and the Lorentz transformation law of $\pi^i$, it follows that $a \vec\pi$ and $b$ are also conserved quantities. In order to avoid the conservation of two different vector quantities, we have to put (with a convenient choice of the units) $a = m$. The scalar conserved quantity $b$ (for instance, proportional to the electric charge), can be eliminated by changing the arbitrary additive constant of the energy, and the proof of eq.\ (\ref{Mom}) is complete.

From eq.\ (\ref{Mom}) and eqs.\ (\ref{Homo1}), (\ref{Homo0}), (\ref{Homo2}), we obtain dispersion laws of the kind
\begin{equation} 
p^i p_i = C,
\end{equation} 
where $C = m^2$ in the case a), $C = -m^2$ in the cases c) and d) and $C = 0$ in the cases b) and e). We have shown in a very general way that, as a consequence of the relativity principle, in the kinematic region in which the energy-momentum conservation laws are valid, the dispersion law must have the usual quadratic Lorentz invariant form. We have also seen that only the usual mass-shell $\Pi_3^+$ can be used to describe massive particles.  

\section{Massless particles.}

For massless particles, the situation is more delicate. From the experiments one can only deduce upper bounds to the absolute value of the constant $C$ which appears in the dispersion law and all the five homogeneous spaces are admitted from this point of view. A discussion of the upper bounds to the photon mass can be found in ref.\ \cite{Jackson}. 

In the case c), negative values of $\pi^0$ are allowed, and, in order to avoid negative values of $p^0$, which are not observed, one has to modify eq.\ (\ref{Mom}). For instance, one can use the formula
\begin{equation} 
p^0 =  \frac m 2 \left(\pi^0 + ((\pi^0)^2 + 1)^{1/2}\right), \qquad
\vec p = p^0 |\vec\pi|^{-1} \vec\pi,
\end{equation} 
which coincides with  eq.\ (\ref{Mom}) for $p^0 \gg m$. For small values of $p^0$, the quantities $p^i$ are not given by eq.\  (\ref{Mom}) and cannot be conserved. Note that both negative values of the energy and energy non-conservation are hardly compatible with a thermal equilibrium state of the radiation.

In the case d), if $g(0) > 0$, the momentum $\vec p$ is discontinuous for $\pi^0 = 0$  and cannot be conserved in the very low energy region. In fact, one can imagine situations in which one of the terms in eq.\ (\ref{Cons}) is discontinuous, while the other three are continuous, which is a contradiction. If $g(0) = 0$, $g(\pi^0)$ cannot be constant and the conservation laws are again violated. A similar situation appears in the case e), in which  the quantities $p^i$ are discontinuous at $\pi^0 = m$ (or at $\pi^0 = k m$), unless we have $f(m) = f(km)$ and $g(m) = k g(km)$.

In conclusion, we cannot exclude that the homogeneous spaces $\Pi_3^+$, $\Pi_3^-$, $\Pi_{3+}^-$ and $\Pi_{3,k}^0$ can be used to decribe, for instance, the photon, but $m$ has to lie well below the accessible energy region. In the case $\Pi = \Pi_{3,k}^0$, moreover, we have to require that $k m$ lies well above the accessible energy region. If these conditions are satisfied, these homogeneous spaces are experimentally indistinguishable form the space $\Pi_3^0$, which is traditionally adopted to describe massless particles.

The anomalies which could appear at energies of the order of the parameter $m$ concern the behavior of the
long-wave electromagnetic waves, namely some modifications of the classical Maxwell equations. Of course, it is difficult to test the Maxwell equations at a distance scale larger than the planetary scale \cite{Jackson}.

In cosmic ray physics, one is more interested in ultra-high-energy phenomena. In this energy range, the homogeneous spaces $\Pi_3^+$, $\Pi_3^-$ and $\Pi_{3+}^-$ are practically indistinguishable from the space $\Pi_3^0$ and they represent just a useless complication in the description of high energy massless particles. 

The case $\Pi = \Pi_{3,k}^0$ deserves more attention. If $f(\pi^0)$ is continuous, it cannot be a monotonic function and there is more than one state with the same energy $p^0$ and the same direction of $\vec p$. One has to explain why these additional states are not observed in laboratory experiments. If $f(\pi^0)$ is monotonic, we must have $f(km) \gg f(m)$ and, if in a collision a particle with energy slightly larger than $f(km)$ is produced, it appears as a particle with energy near to $f(m)$, namely, in practice, it becomes unobservable. In a similar way, if in a low energy process a particle with energy smaller than $f(m)$ is emitted, it appears as a particle with energy near to $f(km)$, namely as a ultra-high-energy particle. 

These predictions look rather incredible, even if the probability of these events can be made as small as we like by choosing the parameters $m$ and $k$.  In any case, these strange features do not help in any way the explanation of the cosmic ray anomalies which have motivated our investigation.

All these considerations suggest that the only abstract homogeneous spaces which can reasonably be used for the description of particles are the hyperboloid $\Pi_3^+$ and the light-cone $\Pi_3^0$, in agreement with the conclusions of ref.\ \cite{Toller}. 

\section{Covariance and average velocity.}

Another important property of the particles, besides their four-momentum, is their velocity. We do not mean the istantaneous velocity, which could be badly defined if the space-time has some kind of ``granular'' structure, but the average velocity over a time interval $t$ much larger than the scale $t_0$ of this structure, probably the Plank scale. If the time interval $t$ is also much larger than $\hbar / |\vec p|$, the average velocity can be treated as a classical (non quantum) observable. It is operationally well defined if its value does not vary appreciably in the time interval $t$, namely if the external fields, including the curvature, are not too large and we exclude the collisions with other particles.

Under these conditions, we can describe the velocity by means of a ray in the Minkowski space-time (a stright line passing through the origin) parallel to the tangent to the world-line of the particle. In other words, the velocity space is the three-dimensional projective space corresponding to the Minkowski spacetime. With respect to the action of the Lorentz group it splits into three orbits. The time-like rays cross the hyperboloid (\ref{Homo1}) in one point and form an homogeneous space isomorphic to $\Pi_3^+$. The space-like rays cross the hyperboloid (\ref{Homo2}) in two opposite points and form an homogeneous space isomorphic to $\Pi_{3,+}^-$. The light-like rays form a two-dimensional orbit diffeomorphic to a sphere, called the {\it celestial sphere}. In ref.\ \cite{Toller1} it is indicated by $\Pi_2$ and it is the only two-dimensional homogeneous space.

If the relativity principle is valid, there is a covariant mapping between the homogeneous space that describes the energy-momentum of a particle and the velocity space. The image of this mapping is one of the three orbits mentioned above. It has been shown in ref.\ \cite{Toller1} that this mapping is uniquely determined by the covariance. $\Pi_3^+$ is trivially mapped onto itself, $\Pi_3^-$ is mapped onto $\Pi_{3,+}^-$, $\Pi_{3,+}^-$ is mapped onto itself, $\Pi_3^0$ and $\Pi_{3,k}^0$ are mapped onto the celestial sphere  $\Pi_2$. 

This means that, as a consequence of the relativity principle, the average velocity depends on the kinematic variables $\pi^i$ in the usual way and this dependence is not affected by a possible non-linear choice of the energy-momentum coordinates $p^i$. This conclusion was also reached in refs.\ \cite{KM,KR}. If we require that the velocity is given by the familiar Hamilton equation, the coordinates $p^i$ cannot be chosen arbitrarily. It also follows that it is difficult to explain a possible dependence on the energy of the average velocity in vacuum of gamma rays without abandoning the relativity principle, namely without introducing privileged inertial frames (see also \cite{LN2,THMT}).

\section{Conclusions.}

An important consequence of our analysis is that, as a consequence of the relativity principle, in the kinematic calculations one can always use the components of energy-momentum defined by eq.\ (\ref{Mom}), which satisfy the usual dispersion law and are conserved in collisions with a center-of-mass energy in the range studied in laboratory experiments. Of course, one can use different coordinates, but the final result cannot change, since the effect of a modification of the dispersion law is compensated by a modification of the conservation laws.

This remark can be applied to the treatment of the GZK cutoff \cite{ZK,Greisen}, which arises because protons with an energy larger than $5 \times 10^{10} \, GeV$ colliding with the photons of the cosmic microwave background (CMB) reach the threshold for pion photoproduction and cannot cover a long intergalactic distance without loosing most of their energy.

The collisions between ultra-high energy protons and the CMB photons have a low center-of-mass energy and, as we have seen, can be treated by means of the usual kinematic formalism. It is also correct to use the cross-sections measured in laboratory experiments and the argument leading to the GZK cutoff for the energy coordinate defined by eq.\ (\ref{Mom}) cannot be avoided.

In conclusion, the present more general analysis confirms  the results of ref.\ \cite{Toller}, namely that if the arrival of cosmic rays with energy beyond the GZK cutoff \cite{Takeda} is confirmed (see, however, ref.\ \cite{BW} and references therein), we have to consider the following alternatives.

\begin{enumerate}
\item The cosmic rays do not come from the far intergalactic space.
\item The relativity principle is valid and the energy defined by eq.\ (\ref{Mom}) is subject to the GZK cutoff, but it is not the energy evaluated in the experiments. This may happen because the collisions of the cosmic rays with the nuclei in the high atmosphere, which have a center-of-mass energy much larger than the collisions studied in the terrestrial laboratories, have unexpected features, possibly a breakdown of the conservation laws.
\item  The relativity principle is not valid and there are privileged inertial frames. The fundamental laws may still be Lorentz covariant, but some long-range vector or tensor field may have a non vanishing expectation value that singles out the privileged frames.
\end{enumerate}

\begin{thebibliography}{999}

\bibitem{ACEMNS} G. Amelino-Camelia, J. Ellis, N. E. Mayromatos, D. V. Nanopoulos and S. Sarkar:
{\it Potential Sensitivity of Gamma-Ray Burster Observations to Wave Dispersion in Vacuo.}
Nature {\bf 393} (1998) 763, astro-ph/9712103.

\bibitem{CK}  D. Colladay and V. A. Kosteleck\'y:
{\it Lorentz-Violating Extension of the Standard Model.}
Phys. Rev. {\bf D 58} (1998) 116002, hep-th/9809521.

\bibitem{Kifune} T. Kifune:
{\it Invariance Violation Extends the Cosmic Ray Horizon?}
Astroph. J. {\bf 518} (1999) L 21, astro-ph/9904164.

\bibitem{CG2} S. Coleman and S. L. Glashow:
{\it High-Energy Tests of Lorentz Invariance.}
Phys. Rev. {\bf D 59} (1999) 116008.

\bibitem{GM} L. Gonzalez-Mestres:
{\it Deformed Lorentz Symmetry and Ultra-High Energy Cosmic Rays.}
contributed paper to the 26th ICRC, Utah, 1999, hep-ph/9905430.

\bibitem{BC} O. Bertolami and C. S. Carvalho:
{\it Proposed Astrophysical Tests of Lorentz Invariance.}
Phys. Rev. {\bf D 61} (2000) 103002, gr-qc/9912117.

\bibitem{SG} F. W. Stecker and S. L. Glashow:
{\it New Tests of Lorentz Invariance Following from Observations of the Highest Energy Cosmic Gamma Rays.}
Astropart. Phys. {\bf 16} (2001) 97, astro-ph/0102226.

\bibitem{ACP} G. Amelino-Camelia and T. Piran:
{\it Planck-Scale Deformation of Lorentz Symmetry as a solution to the UHECR and the TeV-$\gamma$ Paradoxes.}
Phys. Rev. {\bf D 64} (2001) 036005, astro-ph/0008107.

\bibitem{KL} V. A. Kosteleck\'y, and R. Lehnert:
{\it Stability, Causality and Lorentz and CPT Violation.}
Phys. Rev. {\bf D 63} (2001) 065008, hep-th/0012060.

\bibitem{AC} G. Amelino-Camelia:
{\it Testable Scenario for Relativity with Minimum Length.}
Phys. Lett. {\bf B 510} (2001) 255, hep-th/0012238.

\bibitem{MS} J. Magueijo and L. Smolin:
{\it Lorentz Invariance with an Invariant Energy Scale,}
Phys. Rev. Lett. {\bf 88} (2002) 190403, hep-th/0112090.

\bibitem{KG} J. Kowalski-Glikman:
{\it Observer-Independent Quanta of Mass and Length.}
Phys. Lett. {\bf A 286} (2001) 391, hep-th/0102098.

\bibitem{AC2} G. Amelino-Camelia:
{\it Doubly-Special Relativity: First Results and Key Open Problems.}
Int. J. Mod. Phys. {\bf D 11} (2002) 1643, gr-qc/0210063.

\bibitem{LN} J. Lukierski and A. Nowicki:
{\it Doubly Special Relativity versus $\kappa$-Deformation of Relativistic Kinematics.}
Int. Journ. Mod. Phys. {\bf A 18} (2003) 7, hep-th/0203065.

\bibitem{KGN} J. Kowalski-Glikman and S. Nowak:
{\it Doubly Special Relativity Theories as Different Bases of $\kappa$-Poincar\'e Algebra.}
Phys. Lett. {\bf B 539} (2002) 126, hep-th/0203040.

\bibitem{KGN2} J. Kowalski-Glikman and S. Nowak:
{\it Non-Commutative Space-Time of Doubly Special Relativity Theories.}
hep-th/0204245.

\bibitem{Toller} M. Toller:
{\it Lorentz Symmetry and Ultra-High-Energy Cosmic Rays.}
hep-ph/0211094.

\bibitem{AKD} D. V. Ahluwalia, M. Kirchbach and N. Dadhich:
{\it Operational Indistinguishability of Doubly Special Relativities from Special Relativity.}
gr-qc/0212128.

\bibitem{GKV} D. Grumiller, W. Kummer and D. V. Vassilevich:
{\it A Note on the Triviality of $\kappa$-Deformations of Gravity.}
hep-th/0301061.

\bibitem{Toller1} M. Toller:
{\it Homogeneous Spaces of the Lorentz Group.}
math-ph/0301014

\bibitem{Wigner}  E. P. Wigner:
{\it On Unitary Representations of the Inhomogeneous Lorentz Group.}
Ann. of Math. {\bf 40} (1939) 149.

\bibitem{LT} G. N. Lewis and R. C. Tolman:
{\it The Principle of Relativity and non-Newtonian Mechanics.}
Phil. Mag. {\bf 18} (1909) 514.

\bibitem{JV}  S. Judes and M. Visser:
{\it Conservation Laws in Doubly Special Relativity.}
gr-qc/0205067 (2002).

\bibitem{Moller} C. M\o ller:
{\it The Theory of Relativity.}
Oxford University Press, Oxford (1972).

\bibitem{Jackson} J. D. Jackson:
{\it Classical Electrodynamics}
Wiley, New York (1975).

\bibitem{KM} P. Kosi\'nski and P. Ma\'slanka:
{\it On the Definition of Velocity in Doubly Special Relativity Theories.}
hep-th/0211057.

\bibitem{KR} S. Kalyana Rama:
{\it Classical Velocity in kappa-deformed Poincar\'e Algebra and a Maximum Acceleration.}
hep-th/0209129.

\bibitem{LN2} J. Lukierski and A. Nowicki:
{\it kappa-Deformed Kinematics and Addition Law for Deformed Velocities.}
Acta Physica Polonica {\bf B 33} (2002) 2537, hep-th/0207022.

\bibitem{THMT} T. Tamaki, T. Harada, U. Miyamoto and T. Torii:
{\it Particle Velocity in Noncommutative Space-Time.}
Phys. Rev. {\bf D 66} (2002) 105003, gr-qc/0208002.

\bibitem{ZK} G. T. Zatsepin and V. A. Kuzmin:
{\it  Upper Limit of the Spectrum of Cosmic Rays.}
JETP Lett. {\bf 4} (1966) 78.

\bibitem{Greisen}K.Greisen:
{\it End to the Cosmic Ray Spectrum.}
Phys. Rev. Lett. {\bf 16} (1966) 748.

\bibitem{Takeda} M. Takeda et al.:
{\it Energy Determination in the Akeno Giant Air Shower Array Experiment.}
to appear in Astroparticle Physics, astro-ph/0209422 (2002).

\bibitem{BW} J. N. Bahcall and E. Waxman:
{\it Has the GZK Cutoff Been Discovered?}
hep-ph/0206217 (2002).

\end{thebibliography}

\end{document}"
11,\cite{T
12,\cite{T
13,\cite{L
14,\cite{J
15,\cite{M
16,\cite{J
17,\cite{J
18,\cite{T
19,\cite{T
20,\cite{T
21,\cite{K
22,\cite{L
23,\cite{Z
24,\cite{T
25,\cite{T
26,\cite{B
