9201080,\mbox{{ }\\[19.2 mm]        SOLUTIONS OF THE KNIZHNIK - ZAMOLODCHIKOV EQUATION        WITH RATIONAL ISOSPINS AND THE REDUCTION TO THE        MINIMAL MODELS
9202003,Planck-Scale Physics and the Peccei-Quinn Mechanism
9202005,\bf Exact Solutions of Four Dimensional  Black Holes in String Theory
9202006,{{\bf \mbox{{} \\A Hint on the External Field Problem for Matrix Models}\vspace{{.5cm}
9202007,\bf Construction of the K=8 Fractional Superconformal Algebras
9202008,Two Dimensional String Theory and the Topological Torus
9202009,String Theories on the Asymmetric Orbifolds
9202014,Black Holes as Elementary Particles
9202015,INTERPOLATING STRING FIELD THEORIES
9202017,Rational Curves on Calabi-Yau Threefolds
9202019," $D=0$ Matrix Model as Conjugate Field Theory  \foot{{Work supported by the Department of Energy, contract  DE-AC03-76SF00515.}"
9202019," $D=0$ Matrix Model as Conjugate Field Theory  \foot{{Work supported by the Department of Energy, contract  DE-AC03-76SF00515.}"
9202025,BRST Field Theory of Relativistic Particles
9202028,\bf RG Flows of Non-Unitary Minimal CFTs
9202030,Stochastic Quantization of the Chern-Simons Theory
9202031,Black holes in higher derivative gravity theories
9202032,{{\bf Screening Currents Ward Identity          \break \vskip-5mm                            and                        \break \vskip-5mm  Integral Formulas for the WZNW Correlation Functions}
9202033,The canonical structure of  Wess-Zumino-Witten models
9202035," REMARKS ON THE BRST-COHOMOLOGY \break  FOR $\cm >1$ MATTER COUPLED\break TO ``LIOUVILLE GRAVITY"""
9202038,A TOPOLOGICAL MODEL FOR TWO-DIMENSIONAL GRAVITY COUPLED TO MATTER
9202040,THE CLASSICAL LIMIT OF $W$--ALGEBRAS
9202048,Bloch electron in a  magnetic field : diagonalization of tight-binding models
9202048,Bloch electron in a  magnetic field : diagonalization of tight-binding models
9202049,Non-critical NSR string field theory\\ and \\ discrete states interaction in 2D supergravity.
9202055,Canonical Quantization of 2d Gravity Coupled to $c<1$ Matter
9202057,Exchange Operator Formalism for Integrable Systems of Particles
9202061, Exceptional Superconformal Algebras
9202062,THE PLUMBING OF MINIMAL AREA SURFACES
9202064,"Anomalies and Deconfinement \thanks {{Talk at the IV Meeting on Quantum Mechanics of Fundamental Systems, Santiago de Chile, December 27-30,1991}"
9202067,"Stringy Domain Walls and Other Stringy Topological Defects \foot{{ Lectures  Presented at Summer School on Particle Physics, Trieste, Italy, June 15 -- July 30, 1991}"
9202068,Properties of Asymptotically Flat Two-Dimensional Black Holes
9202070,Duality in Quantum Toda theory and W-algebras
9202071,\bf The  reality conditions for the new canonical variables of General Relativity 
9202071,\bf The  reality conditions for the new canonical variables of General Relativity 
9202074, A MODEL OF THREE-DIMENSIONAL LATTICE GRAVITY
9202081,Matrix Model with Superconformal Symmetry
9202083,The General Class of String Theories on Orbifolds
9202087,PICTURE CHANGING OPERATORS IN CLOSED FERMIONIC STRING FIELD THEORY
9203010, ON THE INTERPOLATING SOLUTIONS OF STRING IN DIFFERENT BACKGROUNDS 
9203020,The Extension Structure of 2D Massive Current Algebras        
0107011,Stars in the braneworld
9203021,Covariant Currents in $N=2$ Super-Liouville Theory
9203022,\vbox{{\centerline{{Stable Non--Perturbative Minimal Models} %\vskip2pt\centerline{{Coupled to 2D Quantum Gravity}}
9203022,\vbox{{\centerline{{Stable Non--Perturbative Minimal Models} \vskip2pt\centerline{{Coupled to 2D Quantum Gravity}}
9203026,The Mathai-Quillen Formalism and Topological Field Theory%        \thanks{{Notes of lectures given at the Karpacz Winter                School on `Infinite Dimensional Geometry in Physics'                (17 - 27 February 1992).}
9203026,The Mathai-Quillen Formalism and Topological Field Theory%        \thanks{{Notes of lectures given at the Karpacz Winter                School on `Infinite Dimensional Geometry in Physics'                (17 - 27 February 1992).}
9203031,\centerline{{Two Dimensional Stringy Black Holes} \centerline{{with One Asymptotically Flat Domain}
9203032,Relating Scattering Amplitudes in
9203034,\title@true\vglue 24\p@ plus 12\p@ minus 12\p@    \bgroup\let\\=\cr\tabskip\centering    \halign to \hsize\bgroup\tenbf\hfill\ignorespaces##\unskip\hfill\cr
9203035,"New Integrable Deformations of higher spin Heisenberg-Ising chains\thanks{{PACS: 05.50.+q,02.90.+p,75.10 Jm}"
9203037,\huge \bf R-matrices for the semicyclic representations of $ U_q\widehat {{sl}(2) $ 
9203046,Quantum symmetries in discrete gauge theories
9203047,Anyons in discrete gauge theories\\ with Chern-Simons terms
9203049,Path-Integral Measure of Linearized~Gravity in Curved Spacetime
9203050,The Causal Structure of Two-Dimensional Spacetimes
9203053,Combinatorial and topological phase structure of \\  non-perturbative n-dimensional quantum gravity
9203053,Combinatorial and topological phase structure of \\  non-perturbative n-dimensional quantum gravity
9203054,Hawking Radiation and Back-Reaction\foot{{Work supported in part by NSF grant PHY89-17438.}
9203055,Interacting Euclidean Three-Dimensional Quantum Gravity
9203063,"THE SPECTRUM OF $SL(2, R)/U(1)$ BLACK HOLE CONFORMAL FIELD THEORY"
9203064, NEW APPROACH TO THERMAL BETHE ANSATZ \foot{{Work supported by the CNR/CNRS exchange program}  
9203065, BETHE ANSATZ AND QUANTUM GROUPS: THE LIGHT--CONE APPROACH. II. {{}From RSOS($p+1$) models to $p-$restricted Sine--Gordon Field Theories. \foot{{Work supported by the CNR/CNRS exchange program}  
9203070,"Finiteness and anomalies in $(4,0)$ supersymmetric sigma models"
9203072,\null\vskip 3pt plus 0.2fill\beginlinemode\raggedcenter\bf
9203073,"{{\Large Quantum Group Analysis of the Bound States in the Strong Coupling Regime of the Modified Sine-Gordon Model}\thanks{{PACS: 05.50.+q,02.90.+p,75.10 Jm}"
9203074,A cubic action for self-dual Yang--Mills
9203075,Current Algebra of WZNW Models at and away from Criticality
9203075,Current Algebra of WZNW Models at and away from Criticality
9203077,Finite W-algebras
9203084,\null\vskip 3pt plus 0.2fill\beginlinemode\raggedcenter\bf
9204001,AXIONIC MEMBRANES 
9204009,2+1 Dimensional Quantum Gravity as a Gaussian Fermionic System and the 3D-Ising Model
9204013,Matrix Models and One Dimensional Open String Theory\footnote* {{Supported in part by the United States Department of Energy under grant DE-AS05-85ER-40518 %and by the Commonwealth Center for Nuclear and Particle Physics. }
9204018,A naive matrix-model approach to two-dimensional quantum gravity coupled to matter of arbitrary central charge
9204020,Symplectic Fusion Rings and their Metric
9204026,"Dilaton Gravity and No-Hair Theorem in Two Dimensions\foot{{ {{\rm Research supported in part by the Department of Energy, contract DE-FG02-90ER40542, and by the Ambrose Monell Foundation}}"
9204028,\bf Classical Fermi Fluid and Geometric Action for $c=1$
9204031,GRAVITATIONAL        EFFECTS IN  SUPERSYMMETRIC DOMAIN WALL BACKGROUNDS
9204031,GRAVITATIONAL        EFFECTS IN  SUPERSYMMETRIC DOMAIN WALL BACKGROUNDS
9204032, On the Stability of a Stringy Black Hole
9204034,{{\bf     A CONTINUUM DESCRIPTION OF \\     SUPER-CALOGERO MODELS  \\      }
9204036,ON THE CONSTRUCTION OF INTEGRABLE DILUTE A-D-E MODELS.
9204037,Yukawa Couplings for Bosonic $Z_N$ Orbifolds: \\       Their Moduli and Twisted Sector Dependence\thanks{{Supported by       Deutsche Forschungsgemeinschaft}
9204039,MEMBRANE PREGEOMETRY and the VANISHING of the COSMOLOGICAL CONSTANT 
9204040,Supergravity and superstrings: a geometric prospective
9204041,"Criticality, Catastrophe and Compactification"
9204041,Principles of algebraic geometry
9204041,Singularities of differentiable maps
9204041,Supergravity and superstrings: a geometric prospective
9204041,Supergravity and superstrings: a geometric prospective
9204041,Superstring theory
9204059,Path-Integral for Quantum Tunneling
9204061,{{\bf     MARINARI-PARISI AND \\     SUPERSYMMETRIC COLLECTIVE FIELD THEORY \\      }
9204063,\sc Solving Virasoro Constraints on Integrable Hierarchies via the \K-\M\ Transform
9204064,Diagonalization of the XXZ Hamiltonian \cr by Vertex Operators
9204065,\bf Field-Antifield formalism for Anomalous Gauge Theories
9204070,Gravitational and Schwinger model anomalies: how far can the analogy go?
9204077,Signature Characters for ${{\rm A}_2$ and ${{\rm B}_2$
9204078, {{\normalsize          \begin{{tabbing}             \'DESY 92-055 \`ISSN 0418-9833\\             \'April 1992 \\            \\          \end{{tabbing}} Non-Critical Strings in\\        Robertson-Walker Space Time
9204079,{{\bf String Effective Actions and \\ Cosmological Stability of Scalar Potentials} \thanks{{Work partially supported by CICYT under contract AEN90--0139.}
9204079,{{\bf String Effective Actions and \\ Cosmological Stability of Scalar Potentials} \thanks{{Work partially supported by CICYT under contract AEN90--0139.}
9204081,Signature Characters for the Virasoro Algebra
9204083,TWO DIMENSIONAL GAUGE THEORIES REVISITED
9204084, Unitarity Relations in c=1 Liouville Theory
9204085, {{\sc Minimal Models from \\ W-Constrained Hierarchies \\ via the \K--\M\ Transform}
9204086,Quantum Group $\sigma$ Models
9204089, Paragrassmann Analysis and Quantum Groups
9204095,Physical States in \G Models and  2d Gravity
9204097,Singular Vectors of the Virasoro Algebra
9204098,Projections of Virasoro Singular Vectors
9204099,The Black Hole in Three Dimensional Spacetime
9204099,The Black Hole in Three Dimensional Spacetime
9205008,Low-Energy Dynamics of Supersymmetric Solitons
9205010,A PROPOSAL FOR $D>1$ STRINGS?
9205011,{{ Of \CP and other Gauge Symmetries in String Theory} \foot{{Work supported in part by the U.S. Department of Energy.}
9205013,A note on W--algebra Realisations
9205020, Divergences of Discrete States Amplitudes and Effective Lagrangian in 2D String Theory.
9205023, Stability Analysis of a Stringy Black Hole
9205030,Quantum Analysis of Jackiw and Teitelboim's Model       \break for 1+1 D Gravity and Topological Gauge Theory
9205039,Constant Solutions of Reflection Equations \break and Quantum Groups
9205044,\bf QUANTUM HAMILTONIAN REDUCTION OF SUPER KAC-MOODY ALGEBRA II  
9205055,Correlation Functions of the XXZ model for $\Delta<-1$
9205055,Correlation Functions of the XXZ model for $\Delta<-1$
9205056,Global KdV Flows and Stable 2D Quantum Gravity
9205060,Cosmological Implications of Domain Walls due to Duality Invariant Moduli  Sector of Superstring Vacua
9205061,Quantum-Mechanical Scattering of Charged Black Holes
9205066,\bf{{Topological 2-form Gravity in Four Dimensions}
9205067,Discussion of Self-Dual $c=24$ Conformal Field Theories
9205070,One-Loop Threshold Effects \penalty-1000     in String Unification\foot{{%          Research supported in part by the NSF under grant          \#~PHY--86--12280.}
9205072,Meromorphic c=24 Conformal Field Theories
9205078,FOUR DIMENSIONAL 2-BRANE  SOLUTION IN CHIRAL GAUGED WESS-ZUMINO -WITTEN MODEL
9205080,Canonical Transformations in Quantum Mechanics
9205088,Geometry of Batalin-Vilkovisky quantization.
9205088,Geometry of Batalin-Vilkovisky quantization.
9205098,Matching Conditions and Gravitational Collapse  in Two-Dimensional Gravity
9205099,"CHERN-SIMONS FORMS, MICKELSSON-FADDEEV ALGEBRAS AND THE P-BRANES"
9205104,/92/07
9205106,{{\bf \mbox{{} \\Matrix Model for Discretized Moduli Space} \vspace{{.5cm}
9205109,"On Integrable Quantum Group Invariant Antiferromagnets\thanks{{Lecture given by C.G. at the Winter School on Theoretical Physics, Wroclaw, Poland, February 1992. Keywords: Integrable models. Open chains. Quantum groups. 1991 MSC: 82B23, 17B37. PACS: 05.50.+q, 02.90.+p, 75.10 Jm}"
9205111,\seventeenrm        Extended form method of antifield-BRST formalism for        {{\seventeenit BF} theories       
9205112,The Global Problem of Time
9205114,INFORMATION LOSS AND ANOMALOUS SCATTERING\foot{{Work supported in part by NSF grant PHY89-17438}
9206001,q - Magnetism at roots of unity
9206015, \begin{{flushright} {{\bf\normalsize   PUPT-1322}\\ {{\bf\normalsize   LPTENS-92/15}\\ \end{{flushright} Induced QCD at Large N
9206015, \begin{{flushright} {{\bf\normalsize   PUPT-1322}\\ {{\bf\normalsize   LPTENS-92/15}\\ \end{{flushright} Induced QCD at Large N
9206030,\title@true\vglue 24\p@ plus 12\p@ minus 12\p@    \bgroup\let\\=\cr\tabskip\centering    \halign to \hsize\bgroup\tenbf\hfill\ignorespaces##\unskip\hfill\cr
9206040,Higher dimensional classical $W$-algebras
9206042,on Asymmetric Orbifolds
9206042,Symmetries between Untwisted and Twisted Strings
9206044,Conservation Laws and 2D Black Holes in Dilaton Gravity
9206046,Integrable Systems for Particles with Internal Degrees of Freedom
9206051," Gauged String Actions and $O(\td, \td)$ Transformation"
9206057,"Colored Vertex Models, Colored IRF Models and Invariants of Trivalent Colored Graphs"
9206060,Unitary Matrix Models and 2D Quantum Gravity
9206061,\seventeenrm        Extended form method of antifield-BRST formalism        for topological quantum field theories       
9206061,\seventeenrm        Extended form method of antifield-BRST formalism        for topological quantum field theories       
9206063, \G Models and  \W strings
9206066,\vbox{{ \centerline{{The Boundary Cosmological Constant} \vskip2pt\centerline{{in} \vskip2pt\centerline{{Stable 2D Quantum Gravity}}
9206069,"\bigbold TWO DIMENSIONAL STRING THEORY \break  AND BLACK HOLES\foot{{Lecture at the conference on ``Topics in Quantum Gravity,'' University of Cincinnati, April 3-4, 1992.}"
9206070,The Endpoint of Hawking Radiation\foot{{Work supported in part by NSF grant PHY89-17438.}
9206071,{{\bf Quantum Theory of Dilaton Gravity in 1+1 Dimensions}
9206074,\sc Quantum field theory as a problem of resummation\vs{{0.4cm}\\ \protect\Large \it (Short guide to using summability methods)\vst{{1cm} 
9206078,"A CLOSED, EXPANDING UNIVERSE IN STRING THEORY"
9206080,KLEINIAN SINGULARITIES AND THE GROUND RING OF C=1 STRING THEORY
9206084,CLOSED STRING FIELD THEORY: QUANTUM ACTION \break \break AND THE {{}B-V MASTER EQUATION
9206086,$N=\half$ Superstring in Zero Dimension and the Spontaneous Breakdown of the Supersymmetry
9206086,$N=\half$ Superstring in Zero Dimension and the Spontaneous Breakdown of the Supersymmetry
9206087,Charged Dilatonic Black Hole and Hawking Radiation in Two Dimensions
9206099,\Large{{ The D=1 Matrix Model and the Renormalization Group}
9206100,Two Dimensional Quantum Gravity Coupled to Matter
9206106,General Solution of the Consistency Equation
9206111, TARGET SPACE INTERPRETATION OF NEW MODULI IN 2D STRING THEORY
9206112,$G_2^{{(1)}$ Affine Toda Field Theory:\\ A Numerical Test of Exact S--Matrix Results
9207004,{{\sc $d\leq1\bigcup d\geq25$ and Constrained KP  Hierarchy from BRST Invariance in the c~$\neq3$ Topological Algebra}
9207006,Exactly Solvable Models of 2d Dilaton Quantum Gravity
9207011,"\bf Non-relativistic Fermions, Coadjoint Orbits of \winf\ and String Field Theory at $c=1$"
9207013,ON THE TWO-BOSON PICTURE OF THE KP HIERARCHY
9207013,ON THE TWO-BOSON PICTURE OF THE KP HIERARCHY
9207015,The full set of $c_n$-invariant factorized $S$-matrices
9207017,Bosonization and QCD in Two Dimensions
9207023,ON THE CHIRAL RINGS IN $N=2$ AND $N=4$ SUPERCONFORMAL  ALGEBRAS
9207045,{{ Problems of Naturalness:  Some Lessons from String Theory } \foot{{Invited Talk Presented at the Cincinnati Symposium in Honor of the Retirement of Louis Witten} \foot{{Work supported in part by the U.S. Department of Energy.}
9207047,"Schr\""odinger Equation for Particle with Friction"
9207049,Higher Twisted Sector Couplings of $Z_N$        Orbifolds\thanks{{Supported by the Deutsche Forschungsgemeinschaft}
9207051,Loop Variables and the Virasoro Group
9207052, \large SOLUTION OF THE MASTER EQUATION IN TERMS OF THE ODD TIME FORMULATION
9207053,ELECTRIC MAGNETIC DUALITY IN STRING THEORY
9207057,"In\""on\""u - Wigner Contraction of Kac-Moody Algebras"
9207057,"In\""on\""u - Wigner Contraction of Kac-Moody Algebras"
9207059,an axionic stringy black hole
9207059, The vacuum polarization around
9207065,Light Cone Quantization of the $c=2$ Matrix Model
9207066,The Global Phase Space Structure of the Wess-Zumino-Witten Model
9207070,Horizons Inside Classical Lumps\ackn
9207074, {{\seventeenrm \bf Quantum Kinks: Solitons at Strong Coupling} 
9207077,Semi-classical Approach to Charged Dilatonic Black Hole in Two Dimensions
9207078,BRST cohomology ring in 2D gravity coupled to minimal models
9207080,GENERALIZED CLASSICAL BRST COHOMOLOGY AND REDUCTION OF POISSON MANIFOLDS
9207081,\title@true\vglue 24\p@ plus 12\p@ minus 12\p@    \bgroup\let\\=\cr\tabskip\centering    \halign to \hsize\bgroup\tenbf\hfill\ignorespaces##\unskip\hfill\cr
9207081,\title@true\vglue 24\p@ plus 12\p@ minus 12\p@    \bgroup\let\\=\cr\tabskip\centering    \halign to \hsize\bgroup\tenbf\hfill\ignorespaces##\unskip\hfill\cr
9207094,CHERN-SIMONS GAUGE THEORY AS A STRING THEORY
9207096,DOUBLE SCALING LIMIT OF \break THE SUPERVIRASORO CONSTRAINTS
9207097,\Large{{The Large-$N$ Limit of the Two-Hermitian-matrix model by the hidden BRST method} 
9207111,Comment on the Generation Number in Orbifold        Compactifications\thanks{{Supported by Deutsche Forschungsgemeinschaft}
9207114,\Large{{Smooth Bosonization II: The Massive Case}
9207117,{{\ti Chiral gravity in two dimensions}
9208002,  {{\bf SOME REMARKS ABOUT INDUCED QCD}
9208007,Quantum group gauge theory on quantum spaces
9208010,\marginpar{{\vskip -.5in \hskip -1in \small DAMTP/92-33} A class of bicovariant differential calculi on Hopf algebras
9208019,2D Quantum Gravity and the Miura Map
9208019,2D Quantum Gravity and the Miura Map
9208026,A PROPOSAL FOR STRINGS AT $D>1$
9208027,ON BACKGROUND INDEPENDENT OPEN-STRING FIELD THEORY
9208034,EINSTEIN GRAVITY IN 2+1 DIMENSIONS
9208036,Gravitationally Collapsing Dust in $(2+1)$ Dimensions
9208038, {{\normalsize August 1992} \hfill {{\normalsize MPI-Ph/92-61}\\ \hfill {{\normalsize TUM-TH-147/92}\\ \hfill\\ Modular Groups for Twisted Narain Models\thanks{{Supported by Deutsche Forschungsgemeinschaft}
9208040,  On the twisted \GH topological models
9208043,Diffeomorphism group and conformal fields
9208047, {{\normalsize July 1992} \hfill {{\normalsize MPI--Ph/92-57}\\ \hfill {{\normalsize UGVA---DPT 1992/07--773}\\ \hfill\\ Renormalization and finiteness of\\ topological $BF$ theories \thanks{{Supported in part by the Swiss National Science Foundation.}
9208050, Remarks Concerning Polyakov's Conjecture for the 3D Ising Model and  the Hierarchical Approximation
9208051,Differential Equations in Special \K\ Geometry
9208051,Differential Equations in Special \K\ Geometry
9208060, \Large \bf Naked Singularities as Possible Candidates for Gamma-ray Bursters
9208066,Quantum affine symmetry in vertex models
9208067,Structure of the space of states in RSOS models
9208075," Canonical Quantization of the Liouville Theory, Quantum Group Structures, and Correlation Functions\thanks{{Talk presented at the 16th Johns Hopkins Workshop on Current Problems in Particle Theory, \quad \quad June 8-10, 1992 Gothenburg, Sweden}"
9208077,The Topography of $\Winfty$-type Algebras
9209002,A Geometrical Interpretation of Classical $\W$-Transformations
9209004,"Group Theoretical Symmetries and Generalized B\""acklund Transformations for Integrable Systems"
9209005, \hspace{{3.8truein}{{\small UU-HEP/91/12}\\ {{\bf Two-Loop Analysis of Non-abelian Chern-Simons Theory}
9209011,\bf The Complete Structure of the Cohomology Ring and Associated Symmetries in $D=2$ String Theory
9209012,"Cosmic Censorship in Two-Dimensional Gravity\foot{{Work supported in part by NSF grants PHY89-17438, PHY 9009850 and R.~A.~Welch Foundation.}"
9209012,"Cosmic Censorship in Two-Dimensional Gravity\foot{{Work supported in part by NSF grants PHY89-17438, PHY 9009850 and R.~A.~Welch Foundation.}"
9209016,QUANTIZATION OF DYON CHARGE AND ELECTRIC-MAGNETIC DUALITY IN STRING THEORY
9209017,The geometry of supersymmetric coset models and superconformal algebras  
9209022, Perturbative analysis of an n-Ising model on a random surface 
9209025,RENORMALIZATION OF COUPLINGS IN EMBEDDED RANDOM SURFACES
9209028,\bf The radial gauge  propagators in quantum gravity.\footnotemark \footnotetext{{Work partially supported by M.U.R.S.T.} 
9209032,PAIR CREATION OF OPEN STRINGS IN AN ELECTRIC FIELD
9209033,"\normalsize \begin{{flushright}{{UPR-524T}\end{{flushright} NON-PERTURBATIVE INTERACTIONS IN STRING THEORY \thanks{{Supported in part by the Department of Energy under  contract No. DOE-AC02-76-ERO-3071.\hfill\break Talk presented by B. Ovrut at the XXVI International Conference on High Energy Physics, Aug. 1992, Dallas, Texas .}"
9209037,A Derivation of the BRST Operator for Non-Critical $W$ Strings
9209046, Conformal Turbulence
9209047,EXACT STRING SOLUTIONS IN 2+1-DIMENSIONAL DE SITTER SPACETIME
9209047,EXACT STRING SOLUTIONS IN 2+1-DIMENSIONAL DE SITTER SPACETIME
9209049,String Spectrum of 1+1-Dimensional Large $N$ QCD with Adjoint Matter
9209054,Algebraic structures related to reflection equations
9302011,A CONFORMAL AFFINE TODA MODEL OF 2D-BLACK HOLES\break THE END-POINT STATE AND THE S-MATRIX
9209057,{{\bf     SCATTERING STATES AND SYMMETRIES     IN THE MATRIX MODEL AND TWO DIMENSIONAL STRING THEORY %%      }
9209060,"Quantum Groups, $q$-Oscillators and Covariant Algebras"
9209064,QUANTUM DILATON GRAVITY IN THE LIGHT--CONE GAUGE
9209066,AN ANYON PRIMER
9209076,Lattice Wess-Zumino-Witten model\break %and Quantum Groups
9209089,On Renormalization Group Flow In Matrix Model
9209093,"W-algebras arising as chiral algebras of conformal field theory\thanks{{ To appear in the proceedings of the XIX International Colloquium on ``Group Theoretical Methods in Physics'', Salamanca, Spain, June 29 -- July 4, 1992 }"
9209101," {{\vspace{{-3cm} \normalsize \hfill MS-TPI-92-20                                             }\\[25mm] Critical Wilson Lines in Toroidal Compactifications of Heterotic Strings\footnote{{This work is part of a Ph.D. thesis in preparation at the science faculty of the university of M\""unster.}"
9209101," {{\vspace{{-3cm} \normalsize \hfill MS-TPI-92-20                                             }\\[25mm] Critical Wilson Lines in Toroidal Compactifications of Heterotic Strings\footnote{{This work is part of a Ph.D. thesis in preparation at the science faculty of the university of M\""unster.}"
9209105,Null vectors of the $W_3$ Algebra
9209107,Quaternionic Superconformal Field Theory
9209108,New classical r-matrices from integrable non-linear sigma models\\~        \\        Contribution presented at the XIX ICGTMP Salamanca
9209109,Maslov indices for periodic orbits\\~        \\        Contribution presented at the XIX ICGTMP Salamanca
9209110,\LARGE {{\bf Self-dual Vortices in the Generalized \protect\\[1mm] Abelian Higgs Model with Independent Chern-Simons Interaction}
9209112,"\bf Correlation Functions of $(2k\!-\!1,2)$ Minimal Matter            Coupled to 2D Quantum Gravity"
9209117,"Domain Walls in $N=1$ Supergravity\foot{{Talk given at the International Symposium on Black Holes, Membranes, Wormholes, and Superstrings, The Woodlands, Texas, January 1992.} "
9209118,Dilatonic Supergravity in Two Dimensions and the Disappearance of Quantum Black Hole
9209119, A New Algorithm for Numerical Calculation of Link Invariants
9209121,Transformation Properties of Linearized de Sitter Gravity Solutions
9209121,Transformation Properties of Linearized de Sitter Gravity Solutions
9209122,$W_\infty$ Algebra in Two-Dimensional Black Hole
9209124,Regularization Dependence of Quadratic Divergence Cancellations
9209127,"The Ring Structure of Chiral Operators for Minimal Models Coupled to 2D Gravity\footnote{{*}{{To appear in the proceedings of the 1992 ICTP ``Summer School in High Energy Physics and Cosmology"".}"
9210003,Bose-Einstein condensation of scalar fields\\ on hyperbolic manifolds
9210013,Vacuum energy on orbifold factors of spheres
9210014,Two--poles $R$-matrices
9210024,\marginpar{{\vskip -.5in \hskip -1in \small DAMTP/92-51} {{\rm Quantum Group Gauge Theory\\ on Classical Spaces}
9210026,\bf Faddeev-Popov method for anomalous quasigroups
9210027, On the definition of Quantum Free Particle on Curved Manifolds 
9210033,\sc The weaving of curved geometries
9210033,\sc The weaving of curved geometries
9210041,Physical States in Topological Coset Models. 
9210050,BLACK HOLES AND SOLITONS IN STRING THEORY
9210056, SIMPLE APPROACH TO THERMAL BETHE ANSATZ
9210065,SOME COMPUTATIONS IN BACKGROUND INDEPENDENT \break OFF-SHELL STRING THEORY
9210067,The complete solution to the constant quantum Yang-Baxter equation in two dimensions 
9210075,On Paragrassmann Differential Calculus
9210078,\vspace{{-2em}     On The Algebraic Characterization Of Aperiodic Tilings Related To   $ADE$-Root Systems   \vspace{{1em}
9210088,A CONFORMAL AFFINE TODA MODEL OF 2D BLACK HOLES:\break A QUANTUM STUDY OF THE EVAPORATION END-POINT 
9210100,Quantum {{\upc G}roup {{\upc S}ymmetries in {{\upc C}onformal {{\upc F}ield {{\upc T}heory
9210101,"{{\bf Gravitational Collapse in 1+1 Dimensions  \break               and Quantum Gravity}\footnote\dagger{{Talk given at \lq\lq YITP               Workshop on Theories of Quantum Fields -Beyond Perturbation-"",               Kyoto, Japan, 14-17 July 1992.}"
9210101,"{{\bf Gravitational Collapse in 1+1 Dimensions  \break               and Quantum Gravity}\footnote\dagger{{Talk given at \lq\lq YITP               Workshop on Theories of Quantum Fields -Beyond Perturbation-"",               Kyoto, Japan, 14-17 July 1992.}"
9210102,\title@true\vglue 24\p@ plus 12\p@ minus 12\p@    \bgroup\let\\=\cr\tabskip\centering    \halign to \hsize\bgroup\tenbf\hfill\ignorespaces##\unskip\hfill\cr
9210107,MATRIX MODELS AND BLACK HOLES
9210111,Efficiency of Current Drive by Fast Waves
