filepath,filepath_id,token_id,parent_id,offset,length,type,token
./sound1.tex,1392049518,3838154665,3184337359,1,15,frac,\frac{m_p}{m_e}
./sound1.tex,1392049518,1129868211,3838154665,5,5,braces,{m_p}
./sound1.tex,1392049518,1265915440,3838154665,10,5,braces,{m_e}
./sound1.tex,1392049518,2581068005,1392049518,3220,13,cite,\cite{barrow}
./sound1.tex,1392049518,2122471043,1392049518,3273,8,inline_math,$\alpha$
./sound1.tex,1392049518,3184337359,1392049518,3286,17,inline_math,$\frac{m_p}{m_e}$
./sound1.tex,1392049518,3838154665,3184337359,1,15,frac,\frac{m_p}{m_e}
./sound1.tex,1392049518,1129868211,3838154665,5,5,braces,{m_p}
./sound1.tex,1392049518,1265915440,3838154665,10,5,braces,{m_e}
./sound1.tex,1392049518,1329155215,1392049518,3513,3,inline_math,$v$
./sound1.tex,1392049518,1329155215,1392049518,3576,3,inline_math,$v$
./sound1.tex,1392049518,3730642209,1392049518,3581,5,inline_math,$v_u$
./sound1.tex,1392049518,578174126,1392049518,3591,108,equation,"\begin{equation}
\frac{v_u}{c}=\alpha\left(\frac{m_e}{2m_p}\right)^{\frac{1}{2}},
\label{v0}
\end{equation}
"
./sound1.tex,1392049518,3516303764,578174126,2,13,frac,\frac{v_u}{c}
./sound1.tex,1392049518,3371831620,3516303764,5,5,braces,{v_u}
./sound1.tex,1392049518,4164547804,3516303764,10,3,braces,{c}
./sound1.tex,1392049518,4102660605,578174126,27,24,parens,(\frac{m_e}{2m_p}\right)
./sound1.tex,1392049518,3169210639,4102660605,1,16,frac,\frac{m_e}{2m_p}
./sound1.tex,1392049518,1265915440,3169210639,5,5,braces,{m_e}
./sound1.tex,1392049518,2011199743,3169210639,10,6,braces,{2m_p}
./sound1.tex,1392049518,19522071,2011199743,1,1,integer,2
./sound1.tex,1392049518,3179439190,578174126,52,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,1488086997,578174126,67,10,label,\label{v0}
./sound1.tex,1392049518,514015864,1392049518,3715,3,inline_math,$c$
./sound1.tex,1392049518,758032211,1392049518,4114,86,parens,"(see, e.g., \cite{kss,zaanen3,hartnoll,zaanen2,spin,behnia,zaanen1,behnia1,hartnoll1})"
./sound1.tex,1392049518,2675183149,758032211,12,73,cite,"\cite{kss,zaanen3,hartnoll,zaanen2,spin,behnia,zaanen1,behnia1,hartnoll1}"
./sound1.tex,1392049518,632748636,1392049518,4302,11,braces,{\it lower}
./sound1.tex,1392049518,2675183149,1392049518,4583,73,cite,"\cite{kss,zaanen3,hartnoll,zaanen2,spin,behnia,zaanen1,behnia1,hartnoll1}"
./sound1.tex,1392049518,3918824806,1392049518,4775,13,cite,\cite{sciadv}
./sound1.tex,1392049518,1163739713,1392049518,4814,11,braces,{\it upper}
./sound1.tex,1392049518,1329155215,1392049518,4983,3,inline_math,$v$
./sound1.tex,1392049518,3103754819,1392049518,5127,13,cite,\cite{landau}
./sound1.tex,1392049518,1329155215,1392049518,5181,3,inline_math,$v$
./sound1.tex,1392049518,1329155215,1392049518,5274,3,inline_math,$v$
./sound1.tex,1392049518,4016372219,1392049518,5403,15,cite,\cite{phillips}
./sound1.tex,1392049518,1329155215,1392049518,5457,3,inline_math,$v$
./sound1.tex,1392049518,3103754819,1392049518,5633,13,cite,\cite{landau}
./sound1.tex,1392049518,1329155215,1392049518,5697,3,inline_math,$v$
./sound1.tex,1392049518,1841173002,1392049518,5756,24,braces,{Results and discussion}
./sound1.tex,1392049518,1329155215,1392049518,5816,3,inline_math,$v$
./sound1.tex,1392049518,1686305430,1392049518,5997,47,inline_math,$v=\left({\frac{M}{\rho}}\right)^{\frac{1}{2}}$
./sound1.tex,1392049518,1760602045,1686305430,8,24,parens,({\frac{M}{\rho}}\right)
./sound1.tex,1392049518,1355450293,1760602045,1,16,braces,{\frac{M}{\rho}}
./sound1.tex,1392049518,2494339321,1355450293,1,14,frac,\frac{M}{\rho}
./sound1.tex,1392049518,1075242678,2494339321,5,3,braces,{M}
./sound1.tex,1392049518,4010795765,2494339321,8,6,braces,{\rho}
./sound1.tex,1392049518,3179439190,1686305430,33,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,1515701603,1392049518,6052,18,inline_math,$M=K+\frac{4}{3}G$
./sound1.tex,1392049518,143739237,1515701603,5,11,frac,\frac{4}{3}
./sound1.tex,1392049518,3920043085,143739237,5,3,braces,{4}
./sound1.tex,1392049518,3778137224,3920043085,1,1,integer,4
./sound1.tex,1392049518,836574594,143739237,8,3,braces,{3}
./sound1.tex,1392049518,264741300,836574594,1,1,integer,3
./sound1.tex,1392049518,3252913906,1392049518,6072,3,inline_math,$K$
./sound1.tex,1392049518,4200955477,1392049518,6097,3,inline_math,$G$
./sound1.tex,1392049518,1542788793,1392049518,6127,6,inline_math,$\rho$
./sound1.tex,1392049518,3252913906,1392049518,6352,3,inline_math,$K$
./sound1.tex,1392049518,2227979358,1392049518,6379,3,inline_math,$E$
./sound1.tex,1392049518,1925787261,1392049518,6384,18,inline_math,$K=f\frac{E}{a^3}$
./sound1.tex,1392049518,3595513740,1925787261,4,13,frac,\frac{E}{a^3}
./sound1.tex,1392049518,906445789,3595513740,5,3,braces,{E}
./sound1.tex,1392049518,3637118857,3595513740,8,5,braces,{a^3}
./sound1.tex,1392049518,264741300,3637118857,3,1,integer,3
./sound1.tex,1392049518,1156178167,1392049518,6410,3,inline_math,$a$
./sound1.tex,1392049518,1112483431,1392049518,6448,3,inline_math,$f$
./sound1.tex,1392049518,2227485377,1392049518,6487,23,cite,"\cite{diamond,diamond1}"
./sound1.tex,1392049518,1112483431,1392049518,6696,3,inline_math,$f$
./sound1.tex,1392049518,2484513939,1392049518,6720,1,integer,1
./sound1.tex,1392049518,3778137224,1392049518,6722,1,integer,4
./sound1.tex,1392049518,2227485377,1392049518,6724,23,cite,"\cite{diamond,diamond1}"
./sound1.tex,1392049518,1874652519,1392049518,6811,3,inline_math,$M$
./sound1.tex,1392049518,3578744572,1392049518,6819,15,inline_math,$\frac{E}{a^3}$
./sound1.tex,1392049518,3595513740,3578744572,1,13,frac,\frac{E}{a^3}
./sound1.tex,1392049518,906445789,3595513740,5,3,braces,{E}
./sound1.tex,1392049518,3637118857,3595513740,8,5,braces,{a^3}
./sound1.tex,1392049518,264741300,3637118857,3,1,integer,3
./sound1.tex,1392049518,2484513939,1392049518,6857,1,integer,1
./sound1.tex,1392049518,670727360,1392049518,6859,1,integer,6
./sound1.tex,1392049518,1686305430,1392049518,6872,47,inline_math,$v=\left({\frac{M}{\rho}}\right)^{\frac{1}{2}}$
./sound1.tex,1392049518,1760602045,1686305430,8,24,parens,({\frac{M}{\rho}}\right)
./sound1.tex,1392049518,1355450293,1760602045,1,16,braces,{\frac{M}{\rho}}
./sound1.tex,1392049518,2494339321,1355450293,1,14,frac,\frac{M}{\rho}
./sound1.tex,1392049518,1075242678,2494339321,5,3,braces,{M}
./sound1.tex,1392049518,4010795765,2494339321,8,6,braces,{\rho}
./sound1.tex,1392049518,3179439190,1686305430,33,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,4127027581,1392049518,6924,18,inline_math,$M=f\frac{E}{a^3}$
./sound1.tex,1392049518,3595513740,4127027581,4,13,frac,\frac{E}{a^3}
./sound1.tex,1392049518,906445789,3595513740,5,3,braces,{E}
./sound1.tex,1392049518,3637118857,3595513740,8,5,braces,{a^3}
./sound1.tex,1392049518,264741300,3637118857,3,1,integer,3
./sound1.tex,1392049518,3937428957,1392049518,6949,57,inline_math,$v=f^{\frac{1}{2}}\left(\frac{E}{m}\right)^{\frac{1}{2}}$
./sound1.tex,1392049518,3179439190,3937428957,5,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,2734807129,3937428957,23,19,parens,(\frac{E}{m}\right)
./sound1.tex,1392049518,3343345514,2734807129,1,11,frac,\frac{E}{m}
./sound1.tex,1392049518,906445789,3343345514,5,3,braces,{E}
./sound1.tex,1392049518,1271923871,3343345514,8,3,braces,{m}
./sound1.tex,1392049518,3179439190,3937428957,43,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,158786288,1392049518,7014,3,inline_math,$m$
./sound1.tex,1392049518,3434064020,1392049518,7067,12,inline_math,$m=\rho a^3$
./sound1.tex,1392049518,264741300,3434064020,10,1,integer,3
./sound1.tex,1392049518,4136596637,1392049518,7092,17,inline_math,$f^{\frac{1}{2}}$
./sound1.tex,1392049518,3179439190,4136596637,3,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,2484513939,1392049518,7119,1,integer,1
./sound1.tex,1392049518,19522071,1392049518,7121,1,integer,2
./sound1.tex,1392049518,1329155215,1392049518,7174,3,inline_math,$v$
./sound1.tex,1392049518,2789841101,1392049518,7186,86,equation,"\begin{equation}
v=\left(\frac{E}{m}\right)^{\frac{1}{2}}.
\label{v01}
\end{equation}
"
./sound1.tex,1392049518,2734807129,2789841101,9,19,parens,(\frac{E}{m}\right)
./sound1.tex,1392049518,3343345514,2734807129,1,11,frac,\frac{E}{m}
./sound1.tex,1392049518,906445789,3343345514,5,3,braces,{E}
./sound1.tex,1392049518,1271923871,3343345514,8,3,braces,{m}
./sound1.tex,1392049518,3179439190,2789841101,29,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,1425062734,2789841101,44,11,label,\label{v01}
./sound1.tex,1392049518,429917333,1392049518,7389,15,cite,\cite{ashcroft}
./sound1.tex,1392049518,3293702766,1392049518,7408,101,equation,"\begin{equation}
E_{\rm R}=\frac{m_ee^4}{32\pi^2\epsilon_0^2\hbar^2},
\label{rydberg}
\end{equation}
"
./sound1.tex,1392049518,966510688,3293702766,4,7,braces,{\rm R}
./sound1.tex,1392049518,676649584,3293702766,12,41,frac,\frac{m_ee^4}{32\pi^2\epsilon_0^2\hbar^2}
./sound1.tex,1392049518,1670537136,676649584,5,8,braces,{m_ee^4}
./sound1.tex,1392049518,3778137224,1670537136,6,1,integer,4
./sound1.tex,1392049518,2000071468,676649584,13,28,braces,{32\pi^2\epsilon_0^2\hbar^2}
./sound1.tex,1392049518,3047429373,2000071468,1,2,integer,32
./sound1.tex,1392049518,19522071,2000071468,7,1,integer,2
./sound1.tex,1392049518,3530670207,2000071468,17,1,integer,0
./sound1.tex,1392049518,19522071,2000071468,19,1,integer,2
./sound1.tex,1392049518,19522071,2000071468,26,1,integer,2
./sound1.tex,1392049518,3579056655,3293702766,55,15,label,\label{rydberg}
./sound1.tex,1392049518,816449627,1392049518,7525,3,inline_math,$e$
./sound1.tex,1392049518,76726987,1392049518,7533,5,inline_math,$m_e$
./sound1.tex,1392049518,2094359015,1392049518,7570,11,inline_math,$E_{\rm R}$
./sound1.tex,1392049518,966510688,2094359015,3,7,braces,{\rm R}
./sound1.tex,1392049518,2227979358,1392049518,7647,3,inline_math,$E$
./sound1.tex,1392049518,429917333,1392049518,7651,15,cite,\cite{ashcroft}
./sound1.tex,1392049518,1789797684,1392049518,7674,13,inline_math,$E=E_{\rm R}$
./sound1.tex,1392049518,966510688,1789797684,5,7,braces,{\rm R}
./sound1.tex,1392049518,2112336645,1392049518,7693,15,parens,(\ref{rydberg})
./sound1.tex,1392049518,3093889390,2112336645,1,13,ref,\ref{rydberg}
./sound1.tex,1392049518,3177061649,1392049518,7712,11,parens,(\ref{v01})
./sound1.tex,1392049518,3079796565,3177061649,1,9,ref,\ref{v01}
./sound1.tex,1392049518,1055226235,1392049518,7730,96,equation,"\begin{equation}
v=\alpha\left(\frac{m_e}{2m}\right)^{\frac{1}{2}}c,
\label{v00}
\end{equation}
"
./sound1.tex,1392049518,1683885213,1055226235,15,22,parens,(\frac{m_e}{2m}\right)
./sound1.tex,1392049518,4093182103,1683885213,1,14,frac,\frac{m_e}{2m}
./sound1.tex,1392049518,1265915440,4093182103,5,5,braces,{m_e}
./sound1.tex,1392049518,1486372400,4093182103,10,4,braces,{2m}
./sound1.tex,1392049518,19522071,1486372400,1,1,integer,2
./sound1.tex,1392049518,3179439190,1055226235,38,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,927198901,1055226235,54,11,label,\label{v00}
./sound1.tex,1392049518,2323881518,1392049518,7842,52,inline_math,$\alpha=\frac{1}{4\pi\epsilon_0}\frac{e^2}{\hbar c}$
./sound1.tex,1392049518,1034387022,2323881518,8,24,frac,\frac{1}{4\pi\epsilon_0}
./sound1.tex,1392049518,179005128,1034387022,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,3454848656,1034387022,8,16,braces,{4\pi\epsilon_0}
./sound1.tex,1392049518,3778137224,3454848656,1,1,integer,4
./sound1.tex,1392049518,3530670207,3454848656,14,1,integer,0
./sound1.tex,1392049518,4181232821,2323881518,32,19,frac,\frac{e^2}{\hbar c}
./sound1.tex,1392049518,358483998,4181232821,5,5,braces,{e^2}
./sound1.tex,1392049518,19522071,358483998,3,1,integer,2
./sound1.tex,1392049518,1328227862,4181232821,10,9,braces,{\hbar c}
./sound1.tex,1392049518,3137161627,1392049518,7948,11,parens,(\ref{v00})
./sound1.tex,1392049518,4018825300,3137161627,1,9,ref,\ref{v00}
./sound1.tex,1392049518,1329155215,1392049518,8112,3,inline_math,$v$
./sound1.tex,1392049518,3907400250,1392049518,8195,15,inline_math,$\omega=\omega$
./sound1.tex,1392049518,802738461,1392049518,8210,5,parens,($k$)
./sound1.tex,1392049518,3875440745,802738461,1,3,inline_math,$k$
./sound1.tex,1392049518,1882014176,1392049518,8244,36,inline_math,$v=\frac{\omega_{\rm D}}{k_{\rm D}}$
./sound1.tex,1392049518,2668704537,1882014176,3,32,frac,\frac{\omega_{\rm D}}{k_{\rm D}}
./sound1.tex,1392049518,2728434794,2668704537,5,16,braces,{\omega_{\rm D}}
./sound1.tex,1392049518,3558739353,2728434794,8,7,braces,{\rm D}
./sound1.tex,1392049518,3036816177,2668704537,21,11,braces,{k_{\rm D}}
./sound1.tex,1392049518,3558739353,3036816177,3,7,braces,{\rm D}
./sound1.tex,1392049518,3851713944,1392049518,8288,16,inline_math,$\omega_{\rm D}$
./sound1.tex,1392049518,3558739353,3851713944,8,7,braces,{\rm D}
./sound1.tex,1392049518,3980431747,1392049518,8309,11,inline_math,$k_{\rm D}$
./sound1.tex,1392049518,3558739353,3980431747,3,7,braces,{\rm D}
./sound1.tex,1392049518,664186226,1392049518,8377,25,inline_math,$k_{\rm D}=\frac{\pi}{a}$
./sound1.tex,1392049518,3558739353,664186226,3,7,braces,{\rm D}
./sound1.tex,1392049518,1170234947,664186226,11,13,frac,\frac{\pi}{a}
./sound1.tex,1392049518,3395557084,1170234947,5,5,braces,{\pi}
./sound1.tex,1392049518,2905758221,1170234947,10,3,braces,{a}
./sound1.tex,1392049518,1156178167,1392049518,8410,3,inline_math,$a$
./sound1.tex,1392049518,643450718,1392049518,8433,16,parens,(inter-molecule)
./sound1.tex,1392049518,3704826975,1392049518,8468,77,equation,"\begin{equation}
v=\frac{1}{\pi}\omega_{\rm D}a.
\label{v001}
\end{equation}
"
./sound1.tex,1392049518,4279628506,3704826975,4,13,frac,\frac{1}{\pi}
./sound1.tex,1392049518,179005128,4279628506,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,3395557084,4279628506,8,5,braces,{\pi}
./sound1.tex,1392049518,3558739353,3704826975,24,7,braces,{\rm D}
./sound1.tex,1392049518,866075570,3704826975,34,12,label,\label{v001}
./sound1.tex,1392049518,1392097744,1392049518,8640,11,inline_math,$a_{\rm B}$
./sound1.tex,1392049518,2787783613,1392097744,3,7,braces,{\rm B}
./sound1.tex,1392049518,2690889139,1392049518,8684,94,equation,"\begin{equation}
a_{\rm B}=\frac{4\pi\epsilon_0\hbar^2}{m_e e^2}.
\label{bohr}
\end{equation}
"
./sound1.tex,1392049518,2787783613,2690889139,4,7,braces,{\rm B}
./sound1.tex,1392049518,3829437273,2690889139,12,37,frac,\frac{4\pi\epsilon_0\hbar^2}{m_e e^2}
./sound1.tex,1392049518,204508559,3829437273,5,23,braces,{4\pi\epsilon_0\hbar^2}
./sound1.tex,1392049518,3778137224,204508559,1,1,integer,4
./sound1.tex,1392049518,3530670207,204508559,14,1,integer,0
./sound1.tex,1392049518,19522071,204508559,21,1,integer,2
./sound1.tex,1392049518,3498845967,3829437273,28,9,braces,{m_e e^2}
./sound1.tex,1392049518,19522071,3498845967,7,1,integer,2
./sound1.tex,1392049518,3311388568,2690889139,51,12,label,\label{bohr}
./sound1.tex,1392049518,3416623901,1392049518,8833,21,inline_math,$\hbar\omega_{\rm D}$
./sound1.tex,1392049518,3558739353,3416623901,13,7,braces,{\rm D}
./sound1.tex,1392049518,2227979358,1392049518,8860,3,inline_math,$E$
./sound1.tex,1392049518,3416623901,1392049518,8883,21,inline_math,$\hbar\omega_{\rm D}$
./sound1.tex,1392049518,3558739353,3416623901,13,7,braces,{\rm D}
./sound1.tex,1392049518,1502300549,1392049518,8928,48,inline_math,$\hbar\left(\frac{E}{ma^2}\right)^{\frac{1}{2}}$
./sound1.tex,1392049518,1559678427,1502300549,11,22,parens,(\frac{E}{ma^2}\right)
./sound1.tex,1392049518,584768152,1559678427,1,14,frac,\frac{E}{ma^2}
./sound1.tex,1392049518,906445789,584768152,5,3,braces,{E}
./sound1.tex,1392049518,3250552689,584768152,8,6,braces,{ma^2}
./sound1.tex,1392049518,19522071,3250552689,4,1,integer,2
./sound1.tex,1392049518,3179439190,1502300549,34,13,braces,{\frac{1}{2}}
./sound1.tex,1392049518,1735385791,3179439190,1,11,frac,\frac{1}{2}
./sound1.tex,1392049518,179005128,1735385791,5,3,braces,{1}
./sound1.tex,1392049518,2484513939,179005128,1,1,integer,1
./sound1.tex,1392049518,627363447,1735385791,8,3,braces,{2}
./sound1.tex,1392049518,19522071,627363447,1,1,integer,2
./sound1.tex,1392049518,158786288,1392049518,8984,3,inline_math,$m$
./sound1.tex,1392049518,241443799,1392049518,9030,31,inline_math,$\frac{\hbar\omega_{\rm D}}{E}$
./sound1.tex,1392049518,2040255427,241443799,1,29,frac,\frac{\hbar\omega_{\rm D}}{E}
./sound1.tex,1392049518,2266022761,2040255427,5,21,braces,{\hbar\omega_{\rm D}}
./sound1.tex,1392049518,3558739353,2266022761,13,7,braces,{\rm D}
./sound1.tex,1392049518,906445789,2040255427,26,3,braces,{E}
./sound1.tex,1392049518,4155563000,1392049518,9072,13,inline_math,$a=a_{\rm B}$
./sound1.tex,1392049518,2787783613,4155563000,5,7,braces,{\rm B}
./sound1.tex,1392049518,183019717,1392049518,9091,12,parens,(\ref{bohr})
